ZONE,COUNTY,TRIP MODE,QUANTITY
11,Fulton,SHARED2FREE,189
11,Fulton,SHARED3FREE,163
11,Fulton,TNC,7
11,Fulton,TOTAL,693
11,Fulton,WALK,15
12,Fulton,BIKE,2
12,Fulton,DRIVEALONEFREE,123
12,Fulton,PNR_PRMTRN,1
12,Fulton,SCHOOL_BUS,24
12,Fulton,SHARED2FREE,69
12,Fulton,SHARED3FREE,54
12,Fulton,TNC,5
12,Fulton,TOTAL,278
13,Fulton,BIKE,15
13,Fulton,DRIVEALONEFREE,2341
13,Fulton,KNR_ALLTRN,1
13,Fulton,PNR_PRMTRN,3
13,Fulton,SCHOOL_BUS,299
13,Fulton,SHARED2FREE,1605
13,Fulton,SHARED3FREE,1552
13,Fulton,TNC,56
13,Fulton,TOTAL,5998
13,Fulton,WALK,126
14,Fulton,BIKE,5
14,Fulton,DRIVEALONEFREE,1847
14,Fulton,SCHOOL_BUS,1
14,Fulton,SHARED2FREE,909
14,Fulton,SHARED3FREE,623
14,Fulton,TNC,39
14,Fulton,TOTAL,3516
14,Fulton,WALK,92
15,Fulton,DRIVEALONEFREE,235
15,Fulton,DRIVEALONEPAY,1
15,Fulton,SCHOOL_BUS,37
15,Fulton,SHARED2FREE,185
15,Fulton,SHARED3FREE,116
15,Fulton,TNC,11
15,Fulton,TOTAL,598
15,Fulton,WALK,13
16,Fulton,BIKE,2
16,Fulton,DRIVEALONEFREE,512
16,Fulton,PNR_PRMTRN,2
16,Fulton,SCHOOL_BUS,76
16,Fulton,SHARED2FREE,359
16,Fulton,SHARED3FREE,281
16,Fulton,TNC,20
16,Fulton,TOTAL,1258
16,Fulton,WALK,6
17,Fulton,BIKE,2
17,Fulton,DRIVEALONEFREE,798
17,Fulton,DRIVEALONEPAY,6
17,Fulton,SCHOOL_BUS,121
17,Fulton,SHARED2FREE,529
17,Fulton,SHARED3FREE,418
17,Fulton,TNC,16
17,Fulton,TOTAL,1905
17,Fulton,WALK,15
18,Fulton,BIKE,1
18,Fulton,DRIVEALONEFREE,639
18,Fulton,PNR_PRMTRN,1
18,Fulton,SCHOOL_BUS,39
18,Fulton,SHARED2FREE,323
18,Fulton,SHARED3FREE,229
18,Fulton,TNC,12
18,Fulton,TOTAL,1252
18,Fulton,WALK,8
19,Fulton,BIKE,2
19,Fulton,DRIVEALONEFREE,582
19,Fulton,PNR_PRMTRN,1
19,Fulton,SCHOOL_BUS,72
19,Fulton,SHARED2FREE,341
19,Fulton,SHARED3FREE,334
19,Fulton,TNC,12
19,Fulton,TOTAL,1364
19,Fulton,WALK,20
20,Fulton,BIKE,3
20,Fulton,DRIVEALONEFREE,218
20,Fulton,SCHOOL_BUS,131
20,Fulton,SHARED2FREE,275
20,Fulton,SHARED3FREE,222
20,Fulton,TNC,4
20,Fulton,TOTAL,862
20,Fulton,WALK,9
21,Fulton,DRIVEALONEFREE,372
21,Fulton,PNR_PRMTRN,2
21,Fulton,SCHOOL_BUS,57
21,Fulton,SHARED2FREE,301
21,Fulton,SHARED3FREE,260
21,Fulton,TNC,7
21,Fulton,TOTAL,1007
21,Fulton,WALK,8
22,Fulton,DRIVEALONEFREE,518
22,Fulton,SCHOOL_BUS,65
22,Fulton,SHARED2FREE,330
22,Fulton,SHARED3FREE,193
22,Fulton,TNC,6
22,Fulton,TOTAL,1115
22,Fulton,WALK,3
23,Fulton,DRIVEALONEFREE,113
23,Fulton,SCHOOL_BUS,18
23,Fulton,SHARED2FREE,68
23,Fulton,SHARED3FREE,64
23,Fulton,TNC,4
23,Fulton,TOTAL,267
24,Fulton,BIKE,1
24,Fulton,DRIVEALONEFREE,240
24,Fulton,SCHOOL_BUS,37
24,Fulton,SHARED2FREE,171
24,Fulton,SHARED3FREE,188
24,Fulton,TNC,5
24,Fulton,TOTAL,643
24,Fulton,WALK,1
25,Fulton,BIKE,11
25,Fulton,DRIVEALONEFREE,1260
25,Fulton,SCHOOL_BUS,114
25,Fulton,SHARED2FREE,815
25,Fulton,SHARED3FREE,673
25,Fulton,TNC,28
25,Fulton,TOTAL,2937
25,Fulton,WALK,36
26,Fulton,BIKE,8
26,Fulton,DRIVEALONEFREE,1392
26,Fulton,KNR_ALLTRN,1
26,Fulton,PNR_PRMTRN,4
26,Fulton,SCHOOL_BUS,485
26,Fulton,SHARED2FREE,1284
26,Fulton,SHARED3FREE,1239
26,Fulton,TNC,50
26,Fulton,TOTAL,4556
26,Fulton,WALK,93
27,Fulton,BIKE,1
27,Fulton,DRIVEALONEFREE,714
27,Fulton,KNR_ALLTRN,1
27,Fulton,PNR_ALLTRN,1
27,Fulton,PNR_PRMTRN,1
27,Fulton,SCHOOL_BUS,141
27,Fulton,SHARED2FREE,567
27,Fulton,SHARED3FREE,586
27,Fulton,TNC,12
27,Fulton,TOTAL,2040
27,Fulton,WALK,16
28,Fulton,BIKE,16
28,Fulton,DRIVEALONEFREE,877
28,Fulton,SCHOOL_BUS,370
28,Fulton,SHARED2FREE,765
28,Fulton,SHARED3FREE,680
28,Fulton,TNC,21
28,Fulton,TOTAL,2774
28,Fulton,WALK,45
29,Fulton,DRIVEALONEFREE,59
29,Fulton,SCHOOL_BUS,2
29,Fulton,SHARED2FREE,39
29,Fulton,SHARED3FREE,25
29,Fulton,TNC,2
29,Fulton,TOTAL,127
30,Fulton,BIKE,14
30,Fulton,DRIVEALONEFREE,1189
30,Fulton,SCHOOL_BUS,123
30,Fulton,SHARED2FREE,794
30,Fulton,SHARED3FREE,635
30,Fulton,TNC,24
30,Fulton,TOTAL,2825
30,Fulton,WALK,46
31,Fulton,BIKE,2
31,Fulton,DRIVEALONEFREE,430
31,Fulton,SCHOOL_BUS,63
31,Fulton,SHARED2FREE,265
31,Fulton,SHARED3FREE,251
31,Fulton,TNC,2
31,Fulton,TOTAL,1021
31,Fulton,WALK,8
32,Fulton,BIKE,4
32,Fulton,DRIVEALONEFREE,948
32,Fulton,PNR_ALLTRN,1
32,Fulton,PNR_PRMTRN,4
32,Fulton,SCHOOL_BUS,132
32,Fulton,SHARED2FREE,611
32,Fulton,SHARED3FREE,535
32,Fulton,TNC,12
32,Fulton,TOTAL,2257
32,Fulton,WALK,10
33,Fulton,BIKE,2
33,Fulton,DRIVEALONEFREE,768
33,Fulton,PNR_PRMTRN,2
33,Fulton,SCHOOL_BUS,92
33,Fulton,SHARED2FREE,528
33,Fulton,SHARED3FREE,508
33,Fulton,TNC,18
33,Fulton,TOTAL,1923
33,Fulton,WALK,5
34,Fulton,BIKE,4
34,Fulton,DRIVEALONEFREE,657
34,Fulton,PNR_ALLTRN,1
34,Fulton,SCHOOL_BUS,87
34,Fulton,SHARED2FREE,420
34,Fulton,SHARED3FREE,366
34,Fulton,TNC,10
34,Fulton,TOTAL,1546
34,Fulton,WALK,1
35,Fulton,BIKE,4
35,Fulton,DRIVEALONEFREE,679
35,Fulton,PNR_PRMTRN,1
35,Fulton,SCHOOL_BUS,70
35,Fulton,SHARED2FREE,452
35,Fulton,SHARED3FREE,377
35,Fulton,TNC,12
35,Fulton,TOTAL,1598
35,Fulton,WALK,3
36,Fulton,BIKE,5
36,Fulton,DRIVEALONEFREE,737
36,Fulton,KNR_PRMTRN,1
36,Fulton,PNR_PRMTRN,2
36,Fulton,SCHOOL_BUS,80
36,Fulton,SHARED2FREE,456
36,Fulton,SHARED3FREE,287
36,Fulton,TNC,12
36,Fulton,TOTAL,1587
36,Fulton,WALK,7
37,Fulton,DRIVEALONEFREE,99
37,Fulton,SCHOOL_BUS,6
37,Fulton,SHARED2FREE,50
37,Fulton,SHARED3FREE,37
37,Fulton,TOTAL,192
38,Fulton,BIKE,8
38,Fulton,DRIVEALONEFREE,887
38,Fulton,KNR_PRMTRN,1
38,Fulton,PNR_ALLTRN,1
38,Fulton,PNR_PRMTRN,1
38,Fulton,SCHOOL_BUS,140
38,Fulton,SHARED2FREE,733
38,Fulton,SHARED3FREE,506
38,Fulton,TNC,17
38,Fulton,TOTAL,2302
38,Fulton,WALK,8
39,Fulton,BIKE,2
39,Fulton,DRIVEALONEFREE,1345
39,Fulton,KNR_PRMTRN,1
39,Fulton,PNR_ALLTRN,1
39,Fulton,SCHOOL_BUS,126
39,Fulton,SHARED2FREE,872
39,Fulton,SHARED3FREE,637
39,Fulton,TNC,30
39,Fulton,TOTAL,3055
39,Fulton,WALK,41
40,Fulton,BIKE,2
40,Fulton,DRIVEALONEFREE,810
40,Fulton,DRIVEALONEPAY,2
40,Fulton,PNR_PRMTRN,3
40,Fulton,SCHOOL_BUS,91
40,Fulton,SHARED2FREE,438
40,Fulton,SHARED3FREE,369
40,Fulton,TNC,8
40,Fulton,TOTAL,1746
40,Fulton,WALK,23
41,Fulton,BIKE,43
41,Fulton,DRIVEALONEFREE,3447
41,Fulton,DRIVEALONEPAY,1
41,Fulton,KNR_ALLTRN,3
41,Fulton,KNR_PRMTRN,2
41,Fulton,PNR_PRMTRN,5
41,Fulton,SCHOOL_BUS,657
41,Fulton,SHARED2FREE,2149
41,Fulton,SHARED3FREE,1767
41,Fulton,TNC,86
41,Fulton,TOTAL,8686
41,Fulton,WALK,520
41,Fulton,WALK_ALLTRN,5
41,Fulton,WALK_PRMTRN,1
42,Fulton,BIKE,11
42,Fulton,DRIVEALONEFREE,1259
42,Fulton,DRIVEALONEPAY,1
42,Fulton,KNR_ALLTRN,1
42,Fulton,PNR_PRMTRN,4
42,Fulton,SCHOOL_BUS,26
42,Fulton,SHARED2FREE,483
42,Fulton,SHARED3FREE,313
42,Fulton,TNC,14
42,Fulton,TOTAL,2226
42,Fulton,WALK,111
42,Fulton,WALK_ALLTRN,3
43,Fulton,BIKE,8
43,Fulton,DRIVEALONEFREE,923
43,Fulton,KNR_PRMTRN,2
43,Fulton,PNR_ALLTRN,2
43,Fulton,PNR_PRMTRN,1
43,Fulton,SCHOOL_BUS,22
43,Fulton,SHARED2FREE,485
43,Fulton,SHARED3FREE,375
43,Fulton,TNC,29
43,Fulton,TOTAL,1899
43,Fulton,WALK,46
43,Fulton,WALK_ALLTRN,6
44,Fulton,BIKE,6
44,Fulton,DRIVEALONEFREE,685
44,Fulton,PNR_PRMTRN,1
44,Fulton,SCHOOL_BUS,326
44,Fulton,SHARED2FREE,516
44,Fulton,SHARED3FREE,475
44,Fulton,TNC,20
44,Fulton,TOTAL,2087
44,Fulton,WALK,57
44,Fulton,WALK_ALLTRN,1
45,Fulton,BIKE,27
45,Fulton,DRIVEALONEFREE,2409
45,Fulton,KNR_PRMTRN,2
45,Fulton,PNR_PRMTRN,4
45,Fulton,SCHOOL_BUS,1386
45,Fulton,SHARED2FREE,2150
45,Fulton,SHARED3FREE,1808
45,Fulton,SHARED3PAY,4
45,Fulton,TNC,58
45,Fulton,TOTAL,8074
45,Fulton,WALK,218
45,Fulton,WALK_ALLTRN,8
46,Fulton,BIKE,3
46,Fulton,DRIVEALONEFREE,780
46,Fulton,DRIVEALONEPAY,1
46,Fulton,KNR_PRMTRN,1
46,Fulton,PNR_PRMTRN,1
46,Fulton,SCHOOL_BUS,7
46,Fulton,SHARED2FREE,290
46,Fulton,SHARED3FREE,177
46,Fulton,TNC,13
46,Fulton,TOTAL,1290
46,Fulton,WALK,10
46,Fulton,WALK_ALLTRN,7
47,Fulton,BIKE,5
47,Fulton,DRIVEALONEFREE,673
47,Fulton,PNR_ALLTRN,1
47,Fulton,SCHOOL_BUS,94
47,Fulton,SHARED2FREE,319
47,Fulton,SHARED3FREE,235
47,Fulton,TNC,18
47,Fulton,TOTAL,1385
47,Fulton,WALK,33
47,Fulton,WALK_ALLTRN,7
48,Fulton,BIKE,13
48,Fulton,DRIVEALONEFREE,2144
48,Fulton,KNR_PRMTRN,3
48,Fulton,PNR_PRMTRN,2
48,Fulton,SCHOOL_BUS,209
48,Fulton,SHARED2FREE,1342
48,Fulton,SHARED3FREE,1078
48,Fulton,SHARED3PAY,1
48,Fulton,TNC,49
48,Fulton,TOTAL,4904
48,Fulton,WALK,62
48,Fulton,WALK_ALLTRN,1
49,Fulton,DRIVEALONEFREE,157
49,Fulton,SCHOOL_BUS,35
49,Fulton,SHARED2FREE,114
49,Fulton,SHARED3FREE,99
49,Fulton,TNC,2
49,Fulton,TOTAL,415
49,Fulton,WALK,8
50,Fulton,BIKE,3
50,Fulton,DRIVEALONEFREE,767
50,Fulton,PNR_ALLTRN,1
50,Fulton,PNR_PRMTRN,2
50,Fulton,SCHOOL_BUS,130
50,Fulton,SHARED2FREE,554
50,Fulton,SHARED3FREE,506
50,Fulton,SHARED3PAY,1
50,Fulton,TNC,14
50,Fulton,TOTAL,2001
50,Fulton,WALK,23
51,Fulton,BIKE,1
51,Fulton,DRIVEALONEFREE,297
51,Fulton,SCHOOL_BUS,59
51,Fulton,SHARED2FREE,239
51,Fulton,SHARED3FREE,200
51,Fulton,TNC,7
51,Fulton,TOTAL,816
51,Fulton,WALK,13
52,Fulton,BIKE,29
52,Fulton,DRIVEALONEFREE,4087
52,Fulton,DRIVEALONEPAY,2
52,Fulton,KNR_ALLTRN,2
52,Fulton,PNR_ALLTRN,2
52,Fulton,PNR_PRMTRN,3
52,Fulton,SCHOOL_BUS,617
52,Fulton,SHARED2FREE,2697
52,Fulton,SHARED3FREE,2202
52,Fulton,TNC,99
52,Fulton,TOTAL,10035
52,Fulton,WALK,293
52,Fulton,WALK_ALLTRN,2
53,Fulton,BIKE,25
53,Fulton,DRIVEALONEFREE,3782
53,Fulton,DRIVEALONEPAY,1
53,Fulton,KNR_PRMTRN,1
53,Fulton,PNR_ALLTRN,4
53,Fulton,PNR_PRMTRN,7
53,Fulton,SCHOOL_BUS,212
53,Fulton,SHARED2FREE,2085
53,Fulton,SHARED3FREE,1571
53,Fulton,TNC,74
53,Fulton,TOTAL,7991
53,Fulton,WALK,224
53,Fulton,WALK_ALLTRN,5
54,Fulton,BIKE,25
54,Fulton,DRIVEALONEFREE,3085
54,Fulton,KNR_ALLTRN,1
54,Fulton,PNR_ALLTRN,1
54,Fulton,SCHOOL_BUS,403
54,Fulton,SHARED2FREE,1901
54,Fulton,SHARED3FREE,1450
54,Fulton,TNC,70
54,Fulton,TOTAL,7085
54,Fulton,WALK,137
54,Fulton,WALK_ALLTRN,12
55,Fulton,BIKE,27
55,Fulton,DRIVEALONEFREE,3026
55,Fulton,DRIVEALONEPAY,2
55,Fulton,KNR_PRMTRN,1
55,Fulton,PNR_PRMTRN,3
55,Fulton,SCHOOL_BUS,133
55,Fulton,SHARED2FREE,1453
55,Fulton,SHARED3FREE,1105
55,Fulton,TNC,60
55,Fulton,TOTAL,5964
55,Fulton,WALK,153
55,Fulton,WALK_ALLTRN,1
56,Fulton,BIKE,21
56,Fulton,DRIVEALONEFREE,2229
56,Fulton,DRIVEALONEPAY,1
56,Fulton,KNR_ALLTRN,3
56,Fulton,PNR_PRMTRN,2
56,Fulton,SCHOOL_BUS,51
56,Fulton,SHARED2FREE,903
56,Fulton,SHARED3FREE,705
56,Fulton,TNC,38
56,Fulton,TOTAL,4065
56,Fulton,WALK,104
56,Fulton,WALK_ALLTRN,8
57,Fulton,BIKE,7
57,Fulton,DRIVEALONEFREE,1452
57,Fulton,DRIVEALONEPAY,1
57,Fulton,SCHOOL_BUS,8
57,Fulton,SHARED2FREE,744
57,Fulton,SHARED3FREE,484
57,Fulton,TNC,25
57,Fulton,TOTAL,2774
57,Fulton,WALK,46
57,Fulton,WALK_ALLTRN,7
58,Fulton,BIKE,44
58,Fulton,DRIVEALONEFREE,6940
58,Fulton,DRIVEALONEPAY,5
58,Fulton,KNR_ALLTRN,4
58,Fulton,PNR_ALLTRN,3
58,Fulton,PNR_PRMTRN,7
58,Fulton,SCHOOL_BUS,81
58,Fulton,SHARED2FREE,2424
58,Fulton,SHARED3FREE,1580
58,Fulton,TNC,119
58,Fulton,TOTAL,11573
58,Fulton,WALK,328
58,Fulton,WALK_ALLTRN,38
59,Fulton,BIKE,31
59,Fulton,DRIVEALONEFREE,5808
59,Fulton,DRIVEALONEPAY,1
59,Fulton,KNR_ALLTRN,2
59,Fulton,PNR_ALLTRN,2
59,Fulton,SCHOOL_BUS,2
59,Fulton,SHARED2FREE,2407
59,Fulton,SHARED3FREE,1790
59,Fulton,TNC,108
59,Fulton,TOTAL,10343
59,Fulton,WALK,168
59,Fulton,WALK_ALLTRN,24
60,Fulton,BIKE,8
60,Fulton,DRIVEALONEFREE,1519
60,Fulton,KNR_ALLTRN,2
60,Fulton,PNR_ALLTRN,1
60,Fulton,SCHOOL_BUS,3
60,Fulton,SHARED2FREE,649
60,Fulton,SHARED3FREE,510
60,Fulton,SHARED3PAY,3
60,Fulton,TNC,20
60,Fulton,TOTAL,2766
60,Fulton,WALK,41
60,Fulton,WALK_ALLTRN,10
61,Fulton,BIKE,55
61,Fulton,DRIVEALONEFREE,10919
61,Fulton,DRIVEALONEPAY,10
61,Fulton,KNR_ALLTRN,10
61,Fulton,KNR_PRMTRN,1
61,Fulton,PNR_ALLTRN,7
61,Fulton,PNR_PRMTRN,6
61,Fulton,SCHOOL_BUS,154
61,Fulton,SHARED2FREE,2889
61,Fulton,SHARED3FREE,1688
61,Fulton,TNC,198
61,Fulton,TOTAL,16387
61,Fulton,WALK,404
61,Fulton,WALK_ALLTRN,46
62,Fulton,BIKE,9
62,Fulton,DRIVEALONEFREE,1984
62,Fulton,DRIVEALONEPAY,1
62,Fulton,KNR_ALLTRN,1
62,Fulton,PNR_ALLTRN,1
62,Fulton,PNR_PRMTRN,8
62,Fulton,SCHOOL_BUS,64
62,Fulton,SHARED2FREE,752
62,Fulton,SHARED3FREE,481
62,Fulton,TNC,31
62,Fulton,TOTAL,3427
62,Fulton,WALK,82
62,Fulton,WALK_ALLTRN,13
63,Fulton,BIKE,18
63,Fulton,DRIVEALONEFREE,2091
63,Fulton,DRIVEALONEPAY,1
63,Fulton,KNR_ALLTRN,4
63,Fulton,PNR_PRMTRN,1
63,Fulton,SCHOOL_BUS,278
63,Fulton,SHARED2FREE,567
63,Fulton,SHARED3FREE,368
63,Fulton,TNC,29
63,Fulton,TOTAL,3451
63,Fulton,WALK,83
63,Fulton,WALK_ALLTRN,11
64,Fulton,BIKE,5
64,Fulton,DRIVEALONEFREE,832
64,Fulton,KNR_ALLTRN,1
64,Fulton,PNR_ALLTRN,3
64,Fulton,PNR_PRMTRN,3
64,Fulton,SCHOOL_BUS,3
64,Fulton,SHARED2FREE,365
64,Fulton,SHARED3FREE,243
64,Fulton,TNC,15
64,Fulton,TOTAL,1529
64,Fulton,WALK,52
64,Fulton,WALK_ALLTRN,7
65,Fulton,DRIVEALONEFREE,269
65,Fulton,PNR_ALLTRN,1
65,Fulton,SHARED2FREE,111
65,Fulton,SHARED3FREE,76
65,Fulton,TNC,7
65,Fulton,TOTAL,481
65,Fulton,WALK,15
65,Fulton,WALK_ALLTRN,2
66,Fulton,BIKE,7
66,Fulton,DRIVEALONEFREE,1432
66,Fulton,DRIVEALONEPAY,2
66,Fulton,KNR_ALLTRN,1
66,Fulton,KNR_PRMTRN,1
66,Fulton,PNR_ALLTRN,5
66,Fulton,PNR_PRMTRN,1
66,Fulton,SHARED2FREE,505
66,Fulton,SHARED3FREE,323
66,Fulton,TNC,24
66,Fulton,TOTAL,2367
66,Fulton,WALK,42
66,Fulton,WALK_ALLTRN,24
67,Fulton,BIKE,7
67,Fulton,DRIVEALONEFREE,1694
67,Fulton,KNR_ALLTRN,9
67,Fulton,PNR_ALLTRN,6
67,Fulton,SHARED2FREE,717
67,Fulton,SHARED3FREE,423
67,Fulton,TNC,39
67,Fulton,TOTAL,2991
67,Fulton,WALK,60
67,Fulton,WALK_ALLTRN,36
68,Fulton,BIKE,16
68,Fulton,DRIVEALONEFREE,3317
68,Fulton,DRIVEALONEPAY,6
68,Fulton,KNR_ALLTRN,8
68,Fulton,PNR_ALLTRN,4
68,Fulton,PNR_PRMTRN,5
68,Fulton,SCHOOL_BUS,14
68,Fulton,SHARED2FREE,1619
68,Fulton,SHARED3FREE,1029
68,Fulton,TNC,64
68,Fulton,TOTAL,6289
68,Fulton,WALK,155
68,Fulton,WALK_ALLTRN,52
69,Fulton,BIKE,50
69,Fulton,DRIVEALONEFREE,8019
69,Fulton,DRIVEALONEPAY,5
69,Fulton,KNR_ALLTRN,23
69,Fulton,PNR_ALLTRN,27
69,Fulton,SCHOOL_BUS,11
69,Fulton,SHARED2FREE,3257
69,Fulton,SHARED3FREE,2141
69,Fulton,TNC,127
69,Fulton,TOTAL,14045
69,Fulton,WALK,252
69,Fulton,WALK_ALLTRN,133
70,Fulton,BIKE,31
70,Fulton,DRIVEALONEFREE,4167
70,Fulton,DRIVEALONEPAY,2
70,Fulton,KNR_ALLTRN,3
70,Fulton,KNR_PRMTRN,1
70,Fulton,PNR_ALLTRN,5
70,Fulton,PNR_PRMTRN,3
70,Fulton,SCHOOL_BUS,48
70,Fulton,SHARED2FREE,1460
70,Fulton,SHARED3FREE,954
70,Fulton,TNC,70
70,Fulton,TOTAL,6916
70,Fulton,WALK,144
70,Fulton,WALK_ALLTRN,28
71,Fulton,BIKE,33
71,Fulton,DRIVEALONEFREE,4143
71,Fulton,KNR_ALLTRN,3
71,Fulton,KNR_PRMTRN,1
71,Fulton,PNR_ALLTRN,4
71,Fulton,PNR_PRMTRN,5
71,Fulton,SCHOOL_BUS,58
71,Fulton,SHARED2FREE,1291
71,Fulton,SHARED3FREE,945
71,Fulton,TNC,67
71,Fulton,TOTAL,6864
71,Fulton,WALK,273
71,Fulton,WALK_ALLTRN,41
72,Fulton,BIKE,39
72,Fulton,DRIVEALONEFREE,4010
72,Fulton,DRIVEALONEPAY,1
72,Fulton,KNR_ALLTRN,1
72,Fulton,KNR_PRMTRN,2
72,Fulton,PNR_ALLTRN,3
72,Fulton,PNR_PRMTRN,7
72,Fulton,SCHOOL_BUS,10
72,Fulton,SHARED2FREE,2027
72,Fulton,SHARED3FREE,1156
72,Fulton,TNC,76
72,Fulton,TOTAL,7533
72,Fulton,WALK,188
72,Fulton,WALK_ALLTRN,13
73,Fulton,BIKE,26
73,Fulton,DRIVEALONEFREE,2472
73,Fulton,DRIVEALONEPAY,3
73,Fulton,KNR_ALLTRN,1
73,Fulton,PNR_ALLTRN,1
73,Fulton,PNR_PRMTRN,11
73,Fulton,SCHOOL_BUS,56
73,Fulton,SHARED2FREE,1004
73,Fulton,SHARED3FREE,696
73,Fulton,TNC,49
73,Fulton,TOTAL,4481
73,Fulton,WALK,147
73,Fulton,WALK_ALLTRN,15
74,Fulton,BIKE,11
74,Fulton,DRIVEALONEFREE,1562
74,Fulton,DRIVEALONEPAY,3
74,Fulton,KNR_ALLTRN,2
74,Fulton,PNR_ALLTRN,2
74,Fulton,PNR_PRMTRN,5
74,Fulton,SCHOOL_BUS,1
74,Fulton,SHARED2FREE,606
74,Fulton,SHARED3FREE,379
74,Fulton,TNC,27
74,Fulton,TOTAL,2660
74,Fulton,WALK,44
74,Fulton,WALK_ALLTRN,18
75,Fulton,BIKE,30
75,Fulton,DRIVEALONEFREE,3479
75,Fulton,DRIVEALONEPAY,1
75,Fulton,KNR_PRMTRN,2
75,Fulton,PNR_PRMTRN,11
75,Fulton,SCHOOL_BUS,619
75,Fulton,SHARED2FREE,2238
75,Fulton,SHARED3FREE,1569
75,Fulton,TNC,78
75,Fulton,TOTAL,8330
75,Fulton,WALK,301
75,Fulton,WALK_ALLTRN,2
76,Fulton,BIKE,13
76,Fulton,DRIVEALONEFREE,3004
76,Fulton,DRIVEALONEPAY,5
76,Fulton,KNR_PRMTRN,5
76,Fulton,PNR_PRMTRN,7
76,Fulton,SCHOOL_BUS,1
76,Fulton,SHARED2FREE,1102
76,Fulton,SHARED3FREE,807
76,Fulton,TNC,40
76,Fulton,TOTAL,5115
76,Fulton,WALK,109
76,Fulton,WALK_ALLTRN,11
76,Fulton,WALK_PRMTRN,11
77,Fulton,BIKE,81
77,Fulton,DRIVEALONEFREE,7418
77,Fulton,DRIVEALONEPAY,3
77,Fulton,KNR_ALLTRN,5
77,Fulton,KNR_PRMTRN,4
