ZONE,PER,QUANTITY
1871,PER15,51
1871,PER16,55
1871,PER17,53
1871,PER18,51
1871,PER19,55
1871,PER20,70
1871,PER21,69
1871,PER22,78
1871,PER23,72
1871,PER24,73
1871,PER25,72
1871,PER26,80
1871,PER27,82
1871,PER28,80
1871,PER29,92
1871,PER30,96
1871,PER31,104
1871,PER32,119
1871,PER33,110
1871,PER34,105
1871,PER35,91
1871,PER36,66
1871,PER37,60
1871,PER38,40
1871,PER39,29
1871,PER40,26
1871,PER41,12
1871,PER42,5
1871,PER43,5
1871,PER44,4
1871,PER45,2
1871,PER46,2
1871,PER47,0
1871,PER48,1
1872,PER01,2
1872,PER02,8
1872,PER03,10
1872,PER04,15
1872,PER05,17
1872,PER06,29
1872,PER07,65
1872,PER08,177
1872,PER09,439
1872,PER10,736
1872,PER11,855
1872,PER12,848
1872,PER13,839
1872,PER14,845
1872,PER15,848
1872,PER16,864
1872,PER17,876
1872,PER18,887
1872,PER19,892
1872,PER20,881
1872,PER21,871
1872,PER22,865
1872,PER23,886
1872,PER24,884
1872,PER25,790
1872,PER26,727
1872,PER27,619
1872,PER28,498
1872,PER29,380
1872,PER30,335
1872,PER31,265
1872,PER32,224
1872,PER33,187
1872,PER34,171
1872,PER35,132
1872,PER36,117
1872,PER37,97
1872,PER38,79
1872,PER39,75
1872,PER40,54
1872,PER41,46
1872,PER42,30
1872,PER43,17
1872,PER44,13
1872,PER45,17
1872,PER46,15
1872,PER47,9
1872,PER48,5
1873,PER01,0
1873,PER02,0
1873,PER03,2
1873,PER04,7
1873,PER05,5
1873,PER06,16
1873,PER07,25
1873,PER08,41
1873,PER09,71
1873,PER10,108
1873,PER11,126
1873,PER12,106
1873,PER13,121
1873,PER14,133
1873,PER15,138
1873,PER16,142
1873,PER17,139
1873,PER18,147
1873,PER19,153
1873,PER20,165
1873,PER21,171
1873,PER22,159
1873,PER23,158
1873,PER24,169
1873,PER25,180
1873,PER26,166
1873,PER27,175
1873,PER28,181
1873,PER29,184
1873,PER30,183
1873,PER31,176
1873,PER32,171
1873,PER33,168
1873,PER34,171
1873,PER35,136
1873,PER36,95
1873,PER37,67
1873,PER38,51
1873,PER39,36
1873,PER40,21
1873,PER41,25
1873,PER42,16
1873,PER43,12
1873,PER44,14
1873,PER45,7
1873,PER46,4
1873,PER47,3
1873,PER48,2
1874,PER05,4
1874,PER06,5
1874,PER07,7
1874,PER08,13
1874,PER09,18
1874,PER10,28
1874,PER11,31
1874,PER12,35
1874,PER13,35
1874,PER14,33
1874,PER15,34
1874,PER16,32
1874,PER17,32
1874,PER18,38
1874,PER19,38
1874,PER20,37
1874,PER21,33
1874,PER22,35
1874,PER23,32
1874,PER24,39
1874,PER25,35
1874,PER26,25
1874,PER27,26
1874,PER28,28
1874,PER29,28
1874,PER30,20
1874,PER31,16
1874,PER32,10
1874,PER33,13
1874,PER34,17
1874,PER35,12
1874,PER36,10
1874,PER37,5
1874,PER38,7
1874,PER39,6
1874,PER40,5
1874,PER42,1
1874,PER43,1
1875,PER01,1
1875,PER02,1
1875,PER03,3
1875,PER04,3
1875,PER05,4
1875,PER06,8
1875,PER07,15
1875,PER08,28
1875,PER09,56
1875,PER10,77
1875,PER11,76
1875,PER12,82
1875,PER13,89
1875,PER14,90
1875,PER15,100
1875,PER16,99
1875,PER17,103
1875,PER18,106
1875,PER19,112
1875,PER20,113
1875,PER21,121
1875,PER22,120
1875,PER23,122
1875,PER24,125
1875,PER25,111
1875,PER26,117
1875,PER27,107
1875,PER28,87
1875,PER29,64
1875,PER30,68
1875,PER31,56
1875,PER32,49
1875,PER33,41
1875,PER34,36
1875,PER35,31
1875,PER36,25
1875,PER37,19
1875,PER38,20
1875,PER39,12
1875,PER40,8
1875,PER41,7
1875,PER42,6
1875,PER43,4
1875,PER44,3
1875,PER45,3
1875,PER46,2
1875,PER47,3
1875,PER48,1
1876,PER01,4
1876,PER02,4
1876,PER03,7
1876,PER04,8
1876,PER05,12
1876,PER06,22
1876,PER07,52
1876,PER08,163
1876,PER09,408
1876,PER10,669
1876,PER11,823
1876,PER12,854
1876,PER13,866
1876,PER14,872
1876,PER15,900
1876,PER16,900
1876,PER17,910
1876,PER18,917
1876,PER19,917
1876,PER20,909
1876,PER21,884
1876,PER22,873
1876,PER23,876
1876,PER24,859
1876,PER25,752
1876,PER26,664
1876,PER27,552
1876,PER28,412
1876,PER29,335
1876,PER30,298
1876,PER31,281
1876,PER32,247
1876,PER33,228
1876,PER34,190
1876,PER35,157
1876,PER36,125
1876,PER37,103
1876,PER38,69
1876,PER39,55
1876,PER40,35
1876,PER41,27
1876,PER42,14
1876,PER43,9
1876,PER44,7
1876,PER45,7
1876,PER46,6
1876,PER47,7
1876,PER48,4
1877,PER01,3
1877,PER02,3
1877,PER03,6
1877,PER04,11
1877,PER05,21
1877,PER06,32
1877,PER07,117
1877,PER08,400
1877,PER09,1024
1877,PER10,1654
1877,PER11,1992
1877,PER12,2087
1877,PER13,2130
1877,PER14,2148
1877,PER15,2156
1877,PER16,2162
1877,PER17,2162
1877,PER18,2171
1877,PER19,2164
1877,PER20,2124
1877,PER21,2106
1877,PER22,2089
1877,PER23,2107
1877,PER24,2088
1877,PER25,1781
1877,PER26,1528
1877,PER27,1187
1877,PER28,871
1877,PER29,654
1877,PER30,525
1877,PER31,438
1877,PER32,327
1877,PER33,256
1877,PER34,198
1877,PER35,158
1877,PER36,129
1877,PER37,97
1877,PER38,76
1877,PER39,64
1877,PER40,49
1877,PER41,49
1877,PER42,37
1877,PER43,32
1877,PER44,25
1877,PER45,21
1877,PER46,21
1877,PER47,15
1877,PER48,7
1878,PER01,1
1878,PER02,1
1878,PER03,1
1878,PER04,11
1878,PER05,16
1878,PER06,12
1878,PER07,17
1878,PER08,40
1878,PER09,59
1878,PER10,84
1878,PER11,90
1878,PER12,99
1878,PER13,108
1878,PER14,103
1878,PER15,104
1878,PER16,109
1878,PER17,117
1878,PER18,124
1878,PER19,130
1878,PER20,145
1878,PER21,147
1878,PER22,137
1878,PER23,144
1878,PER24,154
1878,PER25,148
1878,PER26,136
1878,PER27,142
1878,PER28,128
1878,PER29,132
1878,PER30,139
1878,PER31,139
1878,PER32,135
1878,PER33,133
1878,PER34,126
1878,PER35,101
1878,PER36,78
1878,PER37,57
1878,PER38,49
1878,PER39,32
1878,PER40,27
1878,PER41,18
1878,PER42,14
1878,PER43,9
1878,PER44,6
1878,PER45,3
1878,PER46,3
1878,PER47,2
1878,PER48,3
1879,PER01,0
1879,PER02,1
1879,PER03,1
1879,PER04,3
1879,PER05,6
1879,PER06,10
1879,PER07,12
1879,PER08,20
1879,PER09,55
1879,PER10,90
1879,PER11,97
1879,PER12,85
1879,PER13,91
1879,PER14,97
1879,PER15,109
1879,PER16,121
1879,PER17,116
1879,PER18,110
1879,PER19,114
1879,PER20,114
1879,PER21,125
1879,PER22,118
1879,PER23,126
1879,PER24,139
1879,PER25,149
1879,PER26,146
1879,PER27,160
1879,PER28,138
1879,PER29,154
1879,PER30,159
1879,PER31,146
1879,PER32,135
1879,PER33,108
1879,PER34,95
1879,PER35,103
1879,PER36,79
1879,PER37,51
1879,PER38,37
1879,PER39,29
1879,PER40,28
1879,PER41,24
1879,PER42,13
1879,PER43,10
1879,PER44,2
1879,PER45,1
1879,PER46,1
1879,PER47,0
1879,PER48,0
1880,PER01,0
1880,PER02,3
1880,PER03,10
1880,PER04,12
1880,PER05,25
1880,PER06,47
1880,PER07,70
1880,PER08,102
1880,PER09,161
1880,PER10,214
1880,PER11,271
1880,PER12,288
1880,PER13,334
1880,PER14,388
1880,PER15,427
1880,PER16,435
1880,PER17,471
1880,PER18,492
1880,PER19,524
1880,PER20,537
1880,PER21,524
1880,PER22,538
1880,PER23,525
1880,PER24,486
1880,PER25,465
1880,PER26,473
1880,PER27,463
1880,PER28,425
1880,PER29,404
1880,PER30,375
1880,PER31,390
1880,PER32,416
1880,PER33,335
1880,PER34,294
1880,PER35,269
1880,PER36,212
1880,PER37,154
1880,PER38,100
1880,PER39,77
1880,PER40,55
1880,PER41,37
1880,PER42,22
1880,PER43,21
1880,PER44,17
1880,PER45,18
1880,PER46,14
1880,PER47,7
1880,PER48,1
1881,PER01,7
1881,PER02,20
1881,PER03,38
1881,PER04,79
1881,PER05,131
1881,PER06,178
1881,PER07,245
1881,PER08,445
1881,PER09,653
1881,PER10,912
1881,PER11,1102
1881,PER12,1324
1881,PER13,1566
1881,PER14,1787
1881,PER15,2017
1881,PER16,2212
1881,PER17,2271
1881,PER18,2294
1881,PER19,2267
1881,PER20,2237
1881,PER21,2204
1881,PER22,2215
1881,PER23,2157
1881,PER24,2144
1881,PER25,2064
1881,PER26,2044
1881,PER27,1985
1881,PER28,1833
1881,PER29,1743
1881,PER30,1755
1881,PER31,1737
1881,PER32,1802
1881,PER33,1740
1881,PER34,1498
1881,PER35,1239
1881,PER36,935
1881,PER37,671
1881,PER38,515
1881,PER39,393
1881,PER40,262
1881,PER41,169
1881,PER42,116
1881,PER43,76
1881,PER44,52
1881,PER45,43
1881,PER46,32
1881,PER47,32
1881,PER48,17
1882,PER01,0
1882,PER02,0
1882,PER03,0
1882,PER04,0
1882,PER05,0
1882,PER06,1
1882,PER07,1
1882,PER08,3
1882,PER09,7
1882,PER10,8
1882,PER11,7
1882,PER12,12
1882,PER13,11
1882,PER14,14
1882,PER15,11
1882,PER16,15
1882,PER17,17
1882,PER18,15
1882,PER19,16
1882,PER20,13
1882,PER21,12
1882,PER22,13
1882,PER23,18
1882,PER24,25
1882,PER25,24
1882,PER26,22
1882,PER27,24
1882,PER28,22
1882,PER29,26
1882,PER30,26
1882,PER31,22
1882,PER32,23
1882,PER33,24
1882,PER34,23
1882,PER35,19
1882,PER36,11
1882,PER37,9
1882,PER38,5
1882,PER39,6
1882,PER40,5
1882,PER41,3
1882,PER42,0
1882,PER43,0
1882,PER44,0
1882,PER45,0
1882,PER46,0
1882,PER47,0
1882,PER48,0
1883,PER01,7
1883,PER02,22
1883,PER03,37
1883,PER04,44
1883,PER05,75
1883,PER06,150
1883,PER07,226
1883,PER08,346
1883,PER09,558
1883,PER10,783
1883,PER11,950
1883,PER12,1069
1883,PER13,1252
1883,PER14,1426
1883,PER15,1576
1883,PER16,1628
1883,PER17,1687
1883,PER18,1674
1883,PER19,1663
1883,PER20,1656
1883,PER21,1661
1883,PER22,1674
1883,PER23,1641
1883,PER24,1597
1883,PER25,1586
1883,PER26,1500
1883,PER27,1446
1883,PER28,1342
1883,PER29,1315
1883,PER30,1264
1883,PER31,1201
1883,PER32,1154
1883,PER33,1046
1883,PER34,874
1883,PER35,743
1883,PER36,579
1883,PER37,407
1883,PER38,249
1883,PER39,187
1883,PER40,135
1883,PER41,80
1883,PER42,62
1883,PER43,45
1883,PER44,45
1883,PER45,38
1883,PER46,31
1883,PER47,18
1883,PER48,6
1884,PER01,0
1884,PER02,0
1884,PER03,1
1884,PER04,3
1884,PER05,3
1884,PER06,3
1884,PER07,10
1884,PER08,12
1884,PER09,35
1884,PER10,46
1884,PER11,45
1884,PER12,49
1884,PER13,49
1884,PER14,57
1884,PER15,55
1884,PER16,60
1884,PER17,57
1884,PER18,65
1884,PER19,59
1884,PER20,53
1884,PER21,66
1884,PER22,57
1884,PER23,66
1884,PER24,70
1884,PER25,70
1884,PER26,85
1884,PER27,105
1884,PER28,72
1884,PER29,72
1884,PER30,68
1884,PER31,76
1884,PER32,85
1884,PER33,96
1884,PER34,72
1884,PER35,51
1884,PER36,52
1884,PER37,38
1884,PER38,28
1884,PER39,19
1884,PER40,14
1884,PER41,9
1884,PER42,7
1884,PER43,1
1884,PER44,0
1884,PER45,1
1884,PER46,2
1884,PER47,3
1884,PER48,2
1885,PER01,0
1885,PER02,0
1885,PER03,0
1885,PER04,0
1885,PER05,1
1885,PER06,4
1885,PER07,9
1885,PER08,15
1885,PER09,28
1885,PER10,54
1885,PER11,72
1885,PER12,65
1885,PER13,65
1885,PER14,79
1885,PER15,89
1885,PER16,100
1885,PER17,100
1885,PER18,109
1885,PER19,120
1885,PER20,113
1885,PER21,110
1885,PER22,105
1885,PER23,111
1885,PER24,120
1885,PER25,104
1885,PER26,116
1885,PER27,124
1885,PER28,128
1885,PER29,128
1885,PER30,136
1885,PER31,125
1885,PER32,96
1885,PER33,99
1885,PER34,88
1885,PER35,71
1885,PER36,76
1885,PER37,68
1885,PER38,59
1885,PER39,35
1885,PER40,17
1885,PER41,12
1885,PER42,11
1885,PER43,2
1885,PER44,2
1885,PER45,2
1885,PER46,7
1885,PER47,7
1885,PER48,1
1886,PER01,3
1886,PER02,8
1886,PER03,19
1886,PER04,29
1886,PER05,45
1886,PER06,62
1886,PER07,150
1886,PER08,431
1886,PER09,1133
1886,PER10,1819
1886,PER11,2159
1886,PER12,2207
1886,PER13,2224
1886,PER14,2269
1886,PER15,2300
1886,PER16,2285
1886,PER17,2298
1886,PER18,2326
1886,PER19,2326
1886,PER20,2314
1886,PER21,2297
1886,PER22,2245
1886,PER23,2254
1886,PER24,2274
1886,PER25,2002
1886,PER26,1746
1886,PER27,1421
1886,PER28,1147
1886,PER29,932
1886,PER30,775
1886,PER31,697
1886,PER32,594
1886,PER33,521
1886,PER34,421
1886,PER35,367
1886,PER36,290
1886,PER37,223
1886,PER38,152
1886,PER39,98
1886,PER40,68
1886,PER41,54
1886,PER42,37
1886,PER43,30
1886,PER44,28
1886,PER45,25
1886,PER46,19
1886,PER47,14
1886,PER48,7
1887,PER01,0
1887,PER02,0
1887,PER03,0
1887,PER04,0
1887,PER05,0
1887,PER06,3
1887,PER07,9
1887,PER08,11
1887,PER09,16
1887,PER10,23
1887,PER11,30
1887,PER12,42
1887,PER13,39
1887,PER14,36
1887,PER15,37
1887,PER16,54
1887,PER17,50
1887,PER18,53
1887,PER19,49
1887,PER20,57
1887,PER21,59
1887,PER22,58
1887,PER23,56
1887,PER24,55
1887,PER25,59
1887,PER26,53
1887,PER27,55
1887,PER28,59
1887,PER29,61
1887,PER30,60
1887,PER31,70
1887,PER32,75
1887,PER33,64
1887,PER34,54
1887,PER35,57
1887,PER36,52
1887,PER37,30
1887,PER38,28
1887,PER39,16
1887,PER40,12
1887,PER41,8
1887,PER42,3
1887,PER43,1
1887,PER44,1
1887,PER45,3
1887,PER46,2
1887,PER47,0
1887,PER48,0
1888,PER01,0
1888,PER02,0
1888,PER03,0
1888,PER04,0
1888,PER05,0
1888,PER06,0
1888,PER07,0
1888,PER08,1
1888,PER09,6
1888,PER10,8
1888,PER11,8
1888,PER12,10
1888,PER13,11
1888,PER14,16
1888,PER15,22
1888,PER16,23
1888,PER17,18
1888,PER18,22
1888,PER19,24
1888,PER20,21
1888,PER21,20
1888,PER22,15
1888,PER23,15
1888,PER24,18
1888,PER25,25
1888,PER26,25
1888,PER27,27
1888,PER28,27
1888,PER29,38
1888,PER30,36
1888,PER31,33
1888,PER32,47
1888,PER33,42
1888,PER34,33
1888,PER35,20
1888,PER36,11
1888,PER37,14
1888,PER38,13
1888,PER39,10
1888,PER40,3
1888,PER41,3
1888,PER42,4
1888,PER43,4
1888,PER44,3
1888,PER45,0
1888,PER46,0
1888,PER47,0
1888,PER48,0
1889,PER01,0
1889,PER02,1
1889,PER03,3
1889,PER04,5
1889,PER05,6
1889,PER06,8
1889,PER07,15
1889,PER08,29
1889,PER09,46
1889,PER10,65
1889,PER11,71
1889,PER12,82
1889,PER13,90
1889,PER14,109
1889,PER15,116
1889,PER16,108
1889,PER17,120
1889,PER18,131
1889,PER19,145
1889,PER20,130
1889,PER21,123
1889,PER22,129
1889,PER23,140
1889,PER24,133
1889,PER25,110
1889,PER26,100
1889,PER27,100
1889,PER28,93
1889,PER29,110
1889,PER30,92
1889,PER31,79
1889,PER32,73
1889,PER33,73
1889,PER34,59
1889,PER35,47
1889,PER36,37
1889,PER37,35
1889,PER38,27
1889,PER39,26
1889,PER40,20
1889,PER41,20
1889,PER42,13
1889,PER43,9
1889,PER44,2
1889,PER45,2
1889,PER46,1
1889,PER47,1
1889,PER48,0
1890,PER01,1
1890,PER02,1
1890,PER03,2
1890,PER04,3
1890,PER05,4
1890,PER06,5
1890,PER07,22
1890,PER08,54
1890,PER09,102
1890,PER10,158
1890,PER11,204
1890,PER12,216
1890,PER13,225
1890,PER14,233
1890,PER15,243
1890,PER16,243
1890,PER17,246
1890,PER18,245
1890,PER19,259
1890,PER20,266
1890,PER21,261
1890,PER22,262
1890,PER23,255
1890,PER24,252
1890,PER25,222
1890,PER26,185
1890,PER27,159
1890,PER28,151
1890,PER29,143
1890,PER30,132
1890,PER31,111
1890,PER32,91
1890,PER33,95
1890,PER34,81
1890,PER35,63
1890,PER36,46
1890,PER37,43
1890,PER38,35
1890,PER39,31
1890,PER40,29
1890,PER41,15
1890,PER42,13
1890,PER43,7
1890,PER44,4
1890,PER45,4
1890,PER46,3
1890,PER47,3
1890,PER48,2
1891,PER01,1
1891,PER02,4
1891,PER03,6
1891,PER04,9
1891,PER05,20
1891,PER06,34
1891,PER07,54
1891,PER08,109
1891,PER09,151
1891,PER10,212
1891,PER11,264
1891,PER12,277
1891,PER13,331
1891,PER14,351
1891,PER15,398
1891,PER16,433
1891,PER17,476
1891,PER18,499
1891,PER19,515
1891,PER20,552
1891,PER21,515
1891,PER22,496
1891,PER23,480
1891,PER24,474
1891,PER25,466
1891,PER26,434
1891,PER27,425
1891,PER28,390
1891,PER29,351
1891,PER30,341
1891,PER31,290
1891,PER32,270
1891,PER33,248
1891,PER34,204
1891,PER35,171
1891,PER36,142
1891,PER37,108
1891,PER38,74
1891,PER39,51
1891,PER40,33
1891,PER41,36
1891,PER42,23
1891,PER43,22
1891,PER44,13
1891,PER45,5
1891,PER46,6
1891,PER47,7
1891,PER48,3
1892,PER01,0
1892,PER02,0
1892,PER03,0
1892,PER04,1
1892,PER05,3
1892,PER06,3
1892,PER07,7
1892,PER08,14
1892,PER09,22
1892,PER10,27
1892,PER11,39
1892,PER12,40
1892,PER13,47
1892,PER14,46
1892,PER15,43
1892,PER16,44
1892,PER17,50
1892,PER18,58
1892,PER19,57
1892,PER20,56
1892,PER21,48
1892,PER22,46
1892,PER23,50
1892,PER24,48
1892,PER25,43
1892,PER26,41
1892,PER27,47
1892,PER28,42
1892,PER29,42
1892,PER30,35
1892,PER31,29
1892,PER32,25
1892,PER33,32
1892,PER34,25
1892,PER35,25
1892,PER36,20
1892,PER37,9
1892,PER38,9
1892,PER39,9
1892,PER40,6
1892,PER41,3
1892,PER42,4
1892,PER43,3
1892,PER44,3
1892,PER45,1
1892,PER46,1
1892,PER47,0
1892,PER48,0
1893,PER01,5
1893,PER02,4
1893,PER03,10
1893,PER04,12
1893,PER05,14
1893,PER06,25
1893,PER07,64
1893,PER08,202
1893,PER09,568
1893,PER10,927
1893,PER11,1123
1893,PER12,1142
1893,PER13,1169
1893,PER14,1185
1893,PER15,1202
1893,PER16,1212
1893,PER17,1216
1893,PER18,1224
1893,PER19,1239
1893,PER20,1245
1893,PER21,1222
1893,PER22,1193
1893,PER23,1186
1893,PER24,1163
1893,PER25,1003
1893,PER26,870
1893,PER27,702
1893,PER28,528
1893,PER29,398
1893,PER30,333
1893,PER31,274
1893,PER32,214
1893,PER33,165
1893,PER34,137
1893,PER35,120
1893,PER36,83
1893,PER37,63
1893,PER38,57
1893,PER39,44
1893,PER40,32
1893,PER41,25
1893,PER42,19
1893,PER43,18
1893,PER44,16
1893,PER45,21
1893,PER46,8
1893,PER47,4
1893,PER48,2
1894,PER01,0
1894,PER02,1
1894,PER03,1
1894,PER04,2
1894,PER05,3
1894,PER06,8
1894,PER07,9
1894,PER08,16
1894,PER09,39
1894,PER10,61
1894,PER11,80
1894,PER12,76
1894,PER13,97
1894,PER14,88
1894,PER15,89
1894,PER16,90
1894,PER17,97
1894,PER18,108
1894,PER19,104
1894,PER20,103
1894,PER21,104
1894,PER22,104
1894,PER23,107
1894,PER24,106
1894,PER25,106
1894,PER26,114
1894,PER27,116
1894,PER28,110
1894,PER29,137
1894,PER30,134
1894,PER31,150
1894,PER32,162
1894,PER33,146
1894,PER34,128
1894,PER35,105
1894,PER36,103
1894,PER37,67
1894,PER38,62
1894,PER39,52
1894,PER40,44
1894,PER41,24
1894,PER42,16
1894,PER43,12
1894,PER44,8
1894,PER45,4
1894,PER46,6
1894,PER47,5
1894,PER48,5
1895,PER01,6
1895,PER02,26
1895,PER03,44
1895,PER04,68
1895,PER05,103
1895,PER06,162
1895,PER07,258
1895,PER08,468
1895,PER09,797
1895,PER10,1173
1895,PER11,1466
1895,PER12,1676
1895,PER13,1859
1895,PER14,2027
1895,PER15,2225
1895,PER16,2254
1895,PER17,2277
1895,PER18,2344
1895,PER19,2364
1895,PER20,2325
1895,PER21,2308
1895,PER22,2288
1895,PER23,2264
1895,PER24,2203
1895,PER25,2029
1895,PER26,1949
1895,PER27,1804
1895,PER28,1659
1895,PER29,1565
1895,PER30,1510
1895,PER31,1432
1895,PER32,1365
1895,PER33,1351
1895,PER34,1154
1895,PER35,963
1895,PER36,754
1895,PER37,543
1895,PER38,384
1895,PER39,278
1895,PER40,185
1895,PER41,119
1895,PER42,87
1895,PER43,57
1895,PER44,44
1895,PER45,26
1895,PER46,16
1895,PER47,14
1895,PER48,14
1896,PER01,3
1896,PER02,3
1896,PER03,8
1896,PER04,14
1896,PER05,31
1896,PER06,47
1896,PER07,93
1896,PER08,253
1896,PER09,545
1896,PER10,904
1896,PER11,1120
1896,PER12,1167
1896,PER13,1238
1896,PER14,1290
1896,PER15,1312
1896,PER16,1325
1896,PER17,1354
1896,PER18,1396
1896,PER19,1414
1896,PER20,1423
1896,PER21,1419
1896,PER22,1397
1896,PER23,1397
1896,PER24,1380
1896,PER25,1290
1896,PER26,1193
1896,PER27,1021
1896,PER28,877
1896,PER29,799
1896,PER30,802
1896,PER31,735
1896,PER32,660
1896,PER33,620
1896,PER34,534
1896,PER35,467
1896,PER36,371
1896,PER37,271
1896,PER38,208
1896,PER39,145
1896,PER40,91
1896,PER41,54
1896,PER42,39
1896,PER43,26
1896,PER44,18
1896,PER45,13
1896,PER46,9
1896,PER47,5
1896,PER48,2
1897,PER01,3
1897,PER02,11
1897,PER03,23
1897,PER04,27
1897,PER05,41
1897,PER06,76
1897,PER07,185
1897,PER08,463
1897,PER09,1121
1897,PER10,1786
1897,PER11,2106
1897,PER12,2174
1897,PER13,2266
1897,PER14,2323
1897,PER15,2417
1897,PER16,2455
1897,PER17,2484
1897,PER18,2515
1897,PER19,2547
1897,PER20,2561
1897,PER21,2568
1897,PER22,2502
1897,PER23,2504
1897,PER24,2483
1897,PER25,2191
1897,PER26,1967
1897,PER27,1769
1897,PER28,1408
1897,PER29,1189
1897,PER30,1137
1897,PER31,1067
1897,PER32,970
1897,PER33,912
1897,PER34,791
1897,PER35,703
1897,PER36,553
1897,PER37,423
1897,PER38,307
1897,PER39,258
1897,PER40,157
1897,PER41,98
1897,PER42,75
1897,PER43,51
1897,PER44,54
1897,PER45,40
1897,PER46,31
1897,PER47,31
1897,PER48,15
1898,PER01,0
1898,PER02,0
1898,PER03,0
1898,PER04,1
1898,PER05,3
1898,PER06,0
1898,PER07,4
1898,PER08,6
1898,PER09,16
1898,PER10,19
1898,PER11,28
1898,PER12,28
1898,PER13,23
1898,PER14,32
1898,PER15,38
1898,PER16,30
1898,PER17,27
1898,PER18,22
1898,PER19,22
1898,PER20,28
1898,PER21,26
1898,PER22,21
1898,PER23,23
1898,PER24,33
1898,PER25,37
1898,PER26,33
1898,PER27,36
1898,PER28,34
1898,PER29,39
1898,PER30,41
1898,PER31,45
1898,PER32,57
1898,PER33,57
1898,PER34,53
1898,PER35,52
1898,PER36,40
1898,PER37,25
1898,PER38,21
1898,PER39,15
1898,PER40,13
1898,PER41,11
1898,PER42,4
1898,PER43,3
1898,PER44,1
1898,PER45,1
1898,PER46,1
1898,PER47,1
1898,PER48,1
1899,PER01,1
1899,PER02,3
1899,PER03,4
1899,PER04,4
1899,PER05,7
1899,PER06,9
1899,PER07,12
1899,PER08,25
1899,PER09,36
1899,PER10,55
1899,PER11,76
1899,PER12,77
1899,PER13,93
1899,PER14,91
1899,PER15,87
1899,PER16,89
1899,PER17,95
1899,PER18,100
1899,PER19,112
1899,PER20,105
1899,PER21,115
1899,PER22,96
1899,PER23,104
1899,PER24,103
1899,PER25,112
1899,PER26,129
1899,PER27,127
1899,PER28,120
1899,PER29,117
1899,PER30,129
1899,PER31,141
1899,PER32,146
1899,PER33,129
1899,PER34,135
1899,PER35,133
1899,PER36,100
1899,PER37,73
1899,PER38,49
1899,PER39,40
1899,PER40,28
1899,PER41,23
1899,PER42,8
1899,PER43,8
1899,PER44,6
1899,PER45,3
1899,PER46,0
1899,PER47,2
1899,PER48,1
1900,PER01,5
1900,PER02,4
1900,PER03,4
1900,PER04,4
1900,PER05,10
1900,PER06,15
1900,PER07,26
1900,PER08,39
1900,PER09,70
1900,PER10,87
1900,PER11,113
1900,PER12,124
1900,PER13,111
1900,PER14,124
1900,PER15,143
1900,PER16,151
1900,PER17,166
1900,PER18,171
1900,PER19,172
1900,PER20,172
1900,PER21,160
1900,PER22,162
1900,PER23,155
1900,PER24,145
1900,PER25,143
1900,PER26,142
1900,PER27,134
1900,PER28,123
1900,PER29,126
1900,PER30,117
1900,PER31,113
1900,PER32,106
1900,PER33,100
1900,PER34,78
1900,PER35,54
1900,PER36,48
1900,PER37,36
1900,PER38,25
1900,PER39,21
1900,PER40,17
1900,PER41,14
1900,PER42,8
1900,PER43,7
1900,PER44,4
1900,PER45,1
1900,PER46,1
1900,PER47,1
1900,PER48,1
1901,PER01,1
1901,PER02,3
1901,PER03,2
1901,PER04,1
1901,PER05,4
1901,PER06,5
1901,PER07,13
1901,PER08,18
1901,PER09,28
1901,PER10,44
1901,PER11,60
1901,PER12,69
1901,PER13,85
1901,PER14,82
1901,PER15,76
1901,PER16,89
1901,PER17,95
1901,PER18,103
1901,PER19,109
1901,PER20,99
1901,PER21,98
1901,PER22,92
1901,PER23,94
1901,PER24,95
1901,PER25,95
1901,PER26,112
1901,PER27,102
1901,PER28,96
1901,PER29,104
1901,PER30,107
1901,PER31,131
1901,PER32,133
1901,PER33,121
1901,PER34,103
1901,PER35,93
1901,PER36,79
1901,PER37,64
1901,PER38,45
1901,PER39,22
1901,PER40,17
1901,PER41,14
1901,PER42,7
1901,PER43,4
1901,PER44,5
1901,PER45,4
1901,PER46,3
1901,PER47,2
1901,PER48,0
1902,PER01,0
1902,PER02,0
1902,PER03,0
1902,PER04,1
1902,PER05,8
1902,PER06,6
1902,PER07,9
1902,PER08,8
1902,PER09,4
1902,PER10,3
1902,PER11,9
1902,PER12,15
1902,PER13,20
1902,PER14,13
1902,PER15,11
1902,PER16,10
1902,PER17,8
1902,PER18,7
1902,PER19,9
1902,PER20,15
1902,PER21,22
1902,PER22,18
1902,PER23,12
1902,PER24,15
1902,PER25,22
1902,PER26,22
1902,PER27,19
1902,PER28,16
1902,PER29,25
1902,PER30,23
1902,PER31,23
1902,PER32,23
1902,PER33,25
1902,PER34,21
1902,PER35,17
1902,PER36,9
1902,PER37,12
1902,PER38,15
1902,PER39,16
1902,PER40,13
1902,PER41,13
1902,PER42,7
1902,PER43,1
1902,PER44,1
1902,PER45,0
1902,PER46,0
1902,PER47,0
1902,PER48,0
1903,PER01,1
1903,PER02,2
1903,PER03,4
1903,PER04,7
1903,PER05,9
1903,PER06,18
1903,PER07,35
1903,PER08,87
1903,PER09,197
1903,PER10,303
1903,PER11,359
1903,PER12,371
1903,PER13,389
1903,PER14,395
1903,PER15,421
1903,PER16,423
1903,PER17,435
1903,PER18,442
1903,PER19,437
1903,PER20,452
1903,PER21,439
1903,PER22,430
1903,PER23,433
