ZONE,PER,QUANTITY
5,PER40,76
5,PER41,49
5,PER42,26
5,PER43,26
5,PER44,16
5,PER45,9
5,PER46,9
5,PER47,9
5,PER48,3
6,PER01,1
6,PER02,4
6,PER03,9
6,PER04,11
6,PER05,13
6,PER06,19
6,PER07,27
6,PER08,55
6,PER09,84
6,PER10,105
6,PER11,134
6,PER12,172
6,PER13,185
6,PER14,204
6,PER15,243
6,PER16,234
6,PER17,248
6,PER18,286
6,PER19,316
6,PER20,311
6,PER21,319
6,PER22,290
6,PER23,272
6,PER24,263
6,PER25,252
6,PER26,251
6,PER27,227
6,PER28,219
6,PER29,204
6,PER30,184
6,PER31,186
6,PER32,174
6,PER33,159
6,PER34,125
6,PER35,94
6,PER36,80
6,PER37,75
6,PER38,60
6,PER39,41
6,PER40,27
6,PER41,14
6,PER42,15
6,PER43,11
6,PER44,10
6,PER45,3
6,PER46,2
6,PER47,3
6,PER48,2
7,PER01,2
7,PER02,10
7,PER03,24
7,PER04,31
7,PER05,41
7,PER06,67
7,PER07,145
7,PER08,223
7,PER09,346
7,PER10,452
7,PER11,546
7,PER12,616
7,PER13,698
7,PER14,753
7,PER15,840
7,PER16,929
7,PER17,964
7,PER18,999
7,PER19,1036
7,PER20,1071
7,PER21,1027
7,PER22,957
7,PER23,917
7,PER24,979
7,PER25,981
7,PER26,931
7,PER27,892
7,PER28,810
7,PER29,791
7,PER30,789
7,PER31,777
7,PER32,733
7,PER33,714
7,PER34,654
7,PER35,561
7,PER36,432
7,PER37,352
7,PER38,252
7,PER39,179
7,PER40,130
7,PER41,70
7,PER42,54
7,PER43,35
7,PER44,27
7,PER45,18
7,PER46,12
7,PER47,8
7,PER48,6
8,PER01,0
8,PER02,0
8,PER03,6
8,PER04,7
8,PER05,9
8,PER06,11
8,PER07,20
8,PER08,33
8,PER09,63
8,PER10,79
8,PER11,85
8,PER12,87
8,PER13,90
8,PER14,88
8,PER15,91
8,PER16,111
8,PER17,119
8,PER18,142
8,PER19,160
8,PER20,182
8,PER21,165
8,PER22,135
8,PER23,105
8,PER24,110
8,PER25,106
8,PER26,111
8,PER27,105
8,PER28,98
8,PER29,112
8,PER30,123
8,PER31,112
8,PER32,115
8,PER33,101
8,PER34,97
8,PER35,85
8,PER36,74
8,PER37,42
8,PER38,31
8,PER39,20
8,PER40,19
8,PER41,13
8,PER42,4
8,PER43,2
8,PER44,2
8,PER45,2
8,PER46,2
8,PER47,3
8,PER48,2
9,PER01,0
9,PER02,0
9,PER03,2
9,PER04,3
9,PER05,5
9,PER06,9
9,PER07,18
9,PER08,26
9,PER09,39
9,PER10,56
9,PER11,59
9,PER12,65
9,PER13,76
9,PER14,81
9,PER15,88
9,PER16,96
9,PER17,106
9,PER18,127
9,PER19,150
9,PER20,160
9,PER21,144
9,PER22,125
9,PER23,122
9,PER24,119
9,PER25,121
9,PER26,107
9,PER27,102
9,PER28,96
9,PER29,100
9,PER30,108
9,PER31,115
9,PER32,113
9,PER33,97
9,PER34,85
9,PER35,79
9,PER36,65
9,PER37,46
9,PER38,37
9,PER39,22
9,PER40,13
9,PER41,6
9,PER42,6
9,PER43,6
9,PER44,3
9,PER45,4
9,PER46,4
9,PER47,1
9,PER48,0
10,PER01,4
10,PER02,6
10,PER03,10
10,PER04,12
10,PER05,24
10,PER06,32
10,PER07,148
10,PER08,682
10,PER09,1975
10,PER10,3496
10,PER11,4279
10,PER12,4459
10,PER13,4580
10,PER14,4622
10,PER15,4668
10,PER16,4673
10,PER17,4684
10,PER18,4684
10,PER19,4660
10,PER20,4646
10,PER21,4629
10,PER22,4541
10,PER23,4480
10,PER24,4401
10,PER25,3759
10,PER26,3217
10,PER27,2417
10,PER28,1776
10,PER29,1292
10,PER30,1037
10,PER31,848
10,PER32,662
10,PER33,550
10,PER34,433
10,PER35,324
10,PER36,252
10,PER37,191
10,PER38,137
10,PER39,116
10,PER40,86
10,PER41,69
10,PER42,63
10,PER43,54
10,PER44,55
10,PER45,41
10,PER46,26
10,PER47,17
10,PER48,9
11,PER01,0
11,PER02,0
11,PER03,1
11,PER04,1
11,PER05,1
11,PER06,4
11,PER07,6
11,PER08,9
11,PER09,17
11,PER10,34
11,PER11,39
11,PER12,39
11,PER13,37
11,PER14,38
11,PER15,45
11,PER16,53
11,PER17,52
11,PER18,71
11,PER19,79
11,PER20,83
11,PER21,77
11,PER22,62
11,PER23,57
11,PER24,52
11,PER25,50
11,PER26,45
11,PER27,45
11,PER28,45
11,PER29,46
11,PER30,42
11,PER31,41
11,PER32,39
11,PER33,43
11,PER34,37
11,PER35,29
11,PER36,24
11,PER37,22
11,PER38,10
11,PER39,5
11,PER40,5
11,PER41,2
11,PER42,1
11,PER43,1
11,PER44,1
11,PER45,0
11,PER46,0
11,PER47,0
11,PER48,0
12,PER01,0
12,PER02,0
12,PER03,0
12,PER04,0
12,PER05,3
12,PER06,2
12,PER07,3
12,PER08,5
12,PER09,6
12,PER10,11
12,PER11,14
12,PER12,17
12,PER13,18
12,PER14,18
12,PER15,20
12,PER16,25
12,PER17,34
12,PER18,43
12,PER19,57
12,PER20,61
12,PER21,62
12,PER22,42
12,PER23,33
12,PER24,26
12,PER25,29
12,PER26,21
12,PER27,14
12,PER28,18
12,PER29,14
12,PER30,16
12,PER31,27
12,PER32,29
12,PER33,30
12,PER34,26
12,PER35,20
12,PER36,8
12,PER37,10
12,PER38,8
12,PER39,4
12,PER40,2
12,PER41,2
12,PER42,0
12,PER43,0
12,PER44,0
12,PER45,0
12,PER46,0
12,PER47,0
12,PER48,0
13,PER01,0
13,PER02,4
13,PER03,2
13,PER04,8
13,PER05,14
13,PER06,21
13,PER07,30
13,PER08,63
13,PER09,135
13,PER10,225
13,PER11,243
13,PER12,254
13,PER13,265
13,PER14,263
13,PER15,262
13,PER16,262
13,PER17,274
13,PER18,298
13,PER19,320
13,PER20,334
13,PER21,340
13,PER22,315
13,PER23,344
13,PER24,347
13,PER25,347
13,PER26,366
13,PER27,371
13,PER28,360
13,PER29,364
13,PER30,359
13,PER31,328
13,PER32,311
13,PER33,308
13,PER34,280
13,PER35,242
13,PER36,173
13,PER37,132
13,PER38,98
13,PER39,64
13,PER40,50
13,PER41,36
13,PER42,27
13,PER43,15
13,PER44,9
13,PER45,5
13,PER46,3
13,PER47,7
13,PER48,5
14,PER01,2
14,PER02,11
14,PER03,12
14,PER04,17
14,PER05,29
14,PER06,57
14,PER07,99
14,PER08,176
14,PER09,273
14,PER10,399
14,PER11,498
14,PER12,589
14,PER13,653
14,PER14,709
14,PER15,786
14,PER16,808
14,PER17,883
14,PER18,934
14,PER19,967
14,PER20,977
14,PER21,939
14,PER22,936
14,PER23,913
14,PER24,895
14,PER25,873
14,PER26,836
14,PER27,825
14,PER28,779
14,PER29,733
14,PER30,724
14,PER31,707
14,PER32,680
14,PER33,627
14,PER34,566
14,PER35,490
14,PER36,373
14,PER37,290
14,PER38,226
14,PER39,176
14,PER40,115
14,PER41,67
14,PER42,61
14,PER43,34
14,PER44,18
14,PER45,12
14,PER46,16
14,PER47,12
14,PER48,5
15,PER01,0
15,PER02,0
15,PER03,0
15,PER04,0
15,PER05,7
15,PER06,9
15,PER07,18
15,PER08,31
15,PER09,63
15,PER10,110
15,PER11,126
15,PER12,120
15,PER13,124
15,PER14,130
15,PER15,131
15,PER16,139
15,PER17,143
15,PER18,150
15,PER19,172
15,PER20,175
15,PER21,165
15,PER22,153
15,PER23,149
15,PER24,150
15,PER25,141
15,PER26,135
15,PER27,103
15,PER28,89
15,PER29,87
15,PER30,75
15,PER31,64
15,PER32,55
15,PER33,48
15,PER34,36
15,PER35,21
15,PER36,21
15,PER37,22
15,PER38,13
15,PER39,8
15,PER40,5
15,PER41,5
15,PER42,4
15,PER43,2
15,PER44,2
15,PER45,2
15,PER46,1
15,PER47,1
15,PER48,1
16,PER01,2
16,PER02,3
16,PER03,3
16,PER04,6
16,PER05,15
16,PER06,27
16,PER07,43
16,PER08,59
16,PER09,82
16,PER10,106
16,PER11,128
16,PER12,125
16,PER13,128
16,PER14,135
16,PER15,147
16,PER16,138
16,PER17,144
16,PER18,162
16,PER19,169
16,PER20,167
16,PER21,171
16,PER22,157
16,PER23,166
16,PER24,150
16,PER25,154
16,PER26,158
16,PER27,157
16,PER28,141
16,PER29,133
16,PER30,130
16,PER31,117
16,PER32,102
16,PER33,92
16,PER34,78
16,PER35,63
16,PER36,56
16,PER37,37
16,PER38,24
16,PER39,22
16,PER40,19
16,PER41,6
16,PER42,4
16,PER43,3
16,PER44,3
16,PER45,5
16,PER46,5
16,PER47,5
16,PER48,0
17,PER01,3
17,PER02,3
17,PER03,4
17,PER04,4
17,PER05,9
17,PER06,19
17,PER07,27
17,PER08,34
17,PER09,53
17,PER10,65
17,PER11,65
17,PER12,75
17,PER13,77
17,PER14,84
17,PER15,90
17,PER16,96
17,PER17,100
17,PER18,115
17,PER19,119
17,PER20,109
17,PER21,110
17,PER22,92
17,PER23,87
17,PER24,85
17,PER25,88
17,PER26,92
17,PER27,93
17,PER28,96
17,PER29,104
17,PER30,108
17,PER31,104
17,PER32,100
17,PER33,95
17,PER34,90
17,PER35,92
17,PER36,67
17,PER37,39
17,PER38,23
17,PER39,25
17,PER40,23
17,PER41,10
17,PER42,6
17,PER43,7
17,PER44,6
17,PER45,5
17,PER46,5
17,PER47,3
17,PER48,0
18,PER01,1
18,PER02,1
18,PER03,7
18,PER04,11
18,PER05,9
18,PER06,17
18,PER07,30
18,PER08,45
18,PER09,92
18,PER10,137
18,PER11,143
18,PER12,132
18,PER13,128
18,PER14,127
18,PER15,133
18,PER16,138
18,PER17,134
18,PER18,141
18,PER19,174
18,PER20,183
18,PER21,177
18,PER22,161
18,PER23,152
18,PER24,164
18,PER25,168
18,PER26,172
18,PER27,154
18,PER28,145
18,PER29,143
18,PER30,144
18,PER31,118
18,PER32,110
18,PER33,102
18,PER34,86
18,PER35,59
18,PER36,35
18,PER37,36
18,PER38,18
18,PER39,10
18,PER40,9
18,PER41,12
18,PER42,10
18,PER43,11
18,PER44,12
18,PER45,6
18,PER46,5
18,PER47,4
18,PER48,2
19,PER01,0
19,PER02,0
19,PER03,0
19,PER04,3
19,PER05,3
19,PER06,3
19,PER07,6
19,PER08,7
19,PER09,15
19,PER10,20
19,PER11,26
19,PER12,30
19,PER13,42
19,PER14,45
19,PER15,46
19,PER16,50
19,PER17,65
19,PER18,76
19,PER19,75
19,PER20,86
19,PER21,83
19,PER22,71
19,PER23,62
19,PER24,59
19,PER25,58
19,PER26,55
19,PER27,62
19,PER28,54
19,PER29,44
19,PER30,47
19,PER31,46
19,PER32,50
19,PER33,47
19,PER34,39
19,PER35,33
19,PER36,26
19,PER37,18
19,PER38,25
19,PER39,17
19,PER40,7
19,PER41,5
19,PER42,5
19,PER43,2
19,PER44,1
19,PER45,1
19,PER46,0
19,PER47,0
19,PER48,0
20,PER01,0
20,PER02,0
20,PER03,1
20,PER04,4
20,PER05,4
20,PER06,6
20,PER07,22
20,PER08,79
20,PER09,209
20,PER10,315
20,PER11,392
20,PER12,413
20,PER13,420
20,PER14,430
20,PER15,434
20,PER16,444
20,PER17,449
20,PER18,464
20,PER19,464
20,PER20,471
20,PER21,451
20,PER22,453
20,PER23,462
20,PER24,432
20,PER25,371
20,PER26,318
20,PER27,254
20,PER28,186
20,PER29,138
20,PER30,126
20,PER31,106
20,PER32,88
20,PER33,72
20,PER34,67
20,PER35,51
20,PER36,37
20,PER37,29
20,PER38,20
20,PER39,16
20,PER40,8
20,PER41,8
20,PER42,6
20,PER43,7
20,PER44,9
20,PER45,8
20,PER46,11
20,PER47,10
20,PER48,4
21,PER01,1
21,PER02,1
21,PER03,1
21,PER04,1
21,PER05,2
21,PER06,3
21,PER07,3
21,PER08,10
21,PER09,14
21,PER10,19
21,PER11,27
21,PER12,24
21,PER13,32
21,PER14,23
21,PER15,25
21,PER16,25
21,PER17,21
21,PER18,32
21,PER19,37
21,PER20,41
21,PER21,40
21,PER22,28
21,PER23,24
21,PER24,23
21,PER25,25
21,PER26,34
21,PER27,31
21,PER28,40
21,PER29,35
21,PER30,36
21,PER31,36
21,PER32,45
21,PER33,30
21,PER34,32
21,PER35,29
21,PER36,24
21,PER37,19
21,PER38,12
21,PER39,15
21,PER40,11
21,PER41,8
21,PER42,4
21,PER43,1
21,PER44,2
21,PER45,6
21,PER46,6
21,PER47,0
21,PER48,0
22,PER01,0
22,PER02,1
22,PER03,0
22,PER04,3
22,PER05,5
22,PER06,5
22,PER07,14
22,PER08,19
22,PER09,22
22,PER10,37
22,PER11,43
22,PER12,50
22,PER13,53
22,PER14,53
22,PER15,59
22,PER16,63
22,PER17,66
22,PER18,75
22,PER19,77
22,PER20,67
22,PER21,61
22,PER22,58
22,PER23,50
22,PER24,46
22,PER25,45
22,PER26,44
22,PER27,47
22,PER28,46
22,PER29,45
22,PER30,51
22,PER31,45
22,PER32,44
22,PER33,45
22,PER34,45
22,PER35,40
22,PER36,34
22,PER37,17
22,PER38,15
22,PER39,16
22,PER40,7
22,PER41,7
22,PER42,8
22,PER43,6
22,PER44,4
22,PER45,2
22,PER46,0
22,PER47,0
22,PER48,0
23,PER01,0
23,PER02,0
23,PER03,0
23,PER04,0
23,PER05,7
23,PER06,7
23,PER07,9
23,PER08,7
23,PER09,9
23,PER10,11
23,PER11,14
23,PER12,16
23,PER13,17
23,PER14,16
23,PER15,18
23,PER16,19
23,PER17,21
23,PER18,27
23,PER19,38
23,PER20,36
23,PER21,33
23,PER22,31
23,PER23,28
23,PER24,22
23,PER25,22
23,PER26,24
23,PER27,23
23,PER28,21
23,PER29,25
23,PER30,27
23,PER31,28
23,PER32,23
23,PER33,15
23,PER34,14
23,PER35,13
23,PER36,10
23,PER37,7
23,PER38,4
23,PER39,4
23,PER40,2
23,PER41,0
23,PER42,0
23,PER43,0
23,PER44,0
23,PER45,0
23,PER46,0
23,PER47,0
23,PER48,0
24,PER01,0
24,PER02,0
24,PER03,1
24,PER04,1
24,PER05,1
24,PER06,1
24,PER07,1
24,PER08,1
24,PER09,3
24,PER10,6
24,PER11,5
24,PER12,11
24,PER13,13
24,PER14,12
24,PER15,11
24,PER16,13
24,PER17,15
24,PER18,17
24,PER19,15
24,PER20,13
24,PER21,12
24,PER22,10
24,PER23,8
24,PER24,8
24,PER25,12
24,PER26,11
24,PER27,14
24,PER28,12
24,PER29,18
24,PER30,16
24,PER31,20
24,PER32,20
24,PER33,20
24,PER34,16
24,PER35,10
24,PER36,9
24,PER37,9
24,PER38,11
24,PER39,7
24,PER40,3
24,PER41,3
24,PER42,1
24,PER43,1
24,PER44,4
24,PER45,3
24,PER46,0
24,PER47,0
24,PER48,0
25,PER01,0
25,PER02,0
25,PER03,1
25,PER04,1
25,PER05,9
25,PER06,24
25,PER07,43
25,PER08,61
25,PER09,101
25,PER10,141
25,PER11,172
25,PER12,208
25,PER13,236
25,PER14,267
25,PER15,301
25,PER16,319
25,PER17,334
25,PER18,350
25,PER19,366
25,PER20,347
25,PER21,344
25,PER22,338
25,PER23,327
25,PER24,308
25,PER25,311
25,PER26,309
25,PER27,313
25,PER28,277
25,PER29,291
25,PER30,287
25,PER31,282
25,PER32,301
25,PER33,293
25,PER34,265
25,PER35,221
25,PER36,160
25,PER37,113
25,PER38,91
25,PER39,62
25,PER40,33
25,PER41,20
25,PER42,10
25,PER43,10
25,PER44,7
25,PER45,3
25,PER46,2
25,PER47,2
25,PER48,2
26,PER01,0
26,PER02,7
26,PER03,8
26,PER04,13
26,PER05,24
26,PER06,40
26,PER07,75
26,PER08,211
26,PER09,530
26,PER10,849
26,PER11,991
26,PER12,1057
26,PER13,1073
26,PER14,1103
26,PER15,1122
26,PER16,1145
26,PER17,1160
26,PER18,1186
26,PER19,1180
26,PER20,1181
26,PER21,1173
26,PER22,1163
26,PER23,1166
26,PER24,1146
26,PER25,979
26,PER26,905
26,PER27,764
26,PER28,588
26,PER29,510
26,PER30,434
26,PER31,392
26,PER32,360
26,PER33,351
26,PER34,311
26,PER35,259
26,PER36,170
26,PER37,113
26,PER38,87
26,PER39,56
26,PER40,40
26,PER41,28
26,PER42,29
26,PER43,17
26,PER44,12
26,PER45,9
26,PER46,7
26,PER47,2
26,PER48,0
27,PER01,0
27,PER02,1
27,PER03,4
27,PER04,8
27,PER05,13
27,PER06,21
27,PER07,30
27,PER08,43
27,PER09,58
27,PER10,74
27,PER11,85
27,PER12,96
27,PER13,107
27,PER14,108
27,PER15,122
27,PER16,125
27,PER17,123
27,PER18,133
27,PER19,145
27,PER20,136
27,PER21,136
27,PER22,144
27,PER23,146
27,PER24,142
27,PER25,141
27,PER26,121
27,PER27,117
27,PER28,110
27,PER29,121
27,PER30,122
27,PER31,107
27,PER32,121
27,PER33,106
27,PER34,104
27,PER35,95
27,PER36,75
27,PER37,54
27,PER38,43
27,PER39,32
27,PER40,24
27,PER41,15
27,PER42,11
27,PER43,6
27,PER44,5
27,PER45,3
27,PER46,0
27,PER47,0
27,PER48,0
28,PER01,0
28,PER02,1
28,PER03,4
28,PER04,8
28,PER05,8
28,PER06,18
28,PER07,43
28,PER08,156
28,PER09,462
28,PER10,750
28,PER11,867
28,PER12,854
28,PER13,858
28,PER14,849
28,PER15,854
28,PER16,860
28,PER17,873
28,PER18,889
28,PER19,891
28,PER20,880
28,PER21,855
28,PER22,852
28,PER23,859
28,PER24,885
28,PER25,767
28,PER26,704
28,PER27,575
28,PER28,472
28,PER29,356
28,PER30,299
28,PER31,247
28,PER32,202
28,PER33,179
28,PER34,151
28,PER35,132
28,PER36,108
28,PER37,88
28,PER38,53
28,PER39,41
28,PER40,37
28,PER41,22
28,PER42,18
28,PER43,19
28,PER44,18
28,PER45,15
28,PER46,18
28,PER47,13
28,PER48,4
29,PER01,0
29,PER02,0
29,PER03,0
29,PER04,0
29,PER05,0
29,PER06,0
29,PER07,0
29,PER08,0
29,PER09,1
29,PER10,1
29,PER11,1
29,PER12,3
29,PER13,2
29,PER14,4
29,PER15,5
29,PER16,4
29,PER17,8
29,PER18,16
29,PER19,22
29,PER20,22
29,PER21,21
29,PER22,15
29,PER23,12
29,PER24,10
29,PER25,9
29,PER26,9
29,PER27,8
29,PER28,9
29,PER29,8
29,PER30,7
29,PER31,5
29,PER32,7
29,PER33,7
29,PER34,7
29,PER35,9
29,PER36,8
29,PER37,8
29,PER38,3
29,PER39,2
29,PER40,1
29,PER41,1
29,PER42,0
29,PER43,0
29,PER44,0
29,PER45,0
29,PER46,0
29,PER47,0
29,PER48,0
30,PER01,0
30,PER02,1
30,PER03,2
30,PER04,7
30,PER05,10
30,PER06,14
30,PER07,30
30,PER08,36
30,PER09,58
30,PER10,83
30,PER11,85
30,PER12,83
30,PER13,101
30,PER14,124
30,PER15,142
30,PER16,141
30,PER17,142
30,PER18,165
30,PER19,174
30,PER20,162
30,PER21,150
30,PER22,138
30,PER23,145
30,PER24,134
30,PER25,159
30,PER26,166
30,PER27,151
30,PER28,143
30,PER29,151
30,PER30,166
30,PER31,174
30,PER32,168
30,PER33,150
30,PER34,126
30,PER35,103
30,PER36,88
30,PER37,66
30,PER38,48
30,PER39,31
30,PER40,24
30,PER41,20
30,PER42,13
30,PER43,2
30,PER44,2
30,PER45,1
30,PER46,2
30,PER47,1
30,PER48,0
31,PER01,1
31,PER02,2
31,PER03,3
31,PER04,4
31,PER05,4
31,PER06,9
31,PER07,17
31,PER08,31
31,PER09,46
31,PER10,55
31,PER11,64
31,PER12,67
31,PER13,79
31,PER14,78
31,PER15,80
31,PER16,88
31,PER17,93
31,PER18,100
31,PER19,107
31,PER20,106
31,PER21,95
31,PER22,79
31,PER23,77
31,PER24,79
31,PER25,75
31,PER26,76
31,PER27,77
31,PER28,71
31,PER29,68
31,PER30,60
31,PER31,53
31,PER32,58
31,PER33,48
31,PER34,38
31,PER35,28
31,PER36,21
31,PER37,18
31,PER38,13
31,PER39,12
31,PER40,7
31,PER41,2
31,PER42,2
31,PER43,1
31,PER44,1
31,PER45,0
31,PER46,0
31,PER47,0
31,PER48,0
32,PER01,0
32,PER02,0
32,PER03,0
32,PER04,8
32,PER05,12
32,PER06,23
32,PER07,41
32,PER08,57
32,PER09,74
32,PER10,96
32,PER11,110
32,PER12,126
32,PER13,133
32,PER14,140
32,PER15,148
32,PER16,148
32,PER17,140
32,PER18,153
32,PER19,154
32,PER20,154
32,PER21,158
32,PER22,149
32,PER23,148
32,PER24,150
32,PER25,155
32,PER26,151
32,PER27,161
32,PER28,169
32,PER29,160
32,PER30,127
32,PER31,121
32,PER32,102
32,PER33,103
32,PER34,92
32,PER35,80
32,PER36,75
32,PER37,58
32,PER38,48
32,PER39,45
32,PER40,27
32,PER41,17
32,PER42,6
32,PER43,3
32,PER44,1
32,PER45,0
32,PER46,0
32,PER47,0
32,PER48,0
33,PER01,1
33,PER02,2
33,PER03,3
33,PER04,5
33,PER05,12
33,PER06,13
33,PER07,19
33,PER08,32
33,PER09,65
33,PER10,91
33,PER11,103
33,PER12,108
33,PER13,109
33,PER14,117
33,PER15,115
33,PER16,127
33,PER17,145
33,PER18,152
33,PER19,152
33,PER20,142
33,PER21,137
33,PER22,118
33,PER23,133
33,PER24,134
33,PER25,138
33,PER26,133
33,PER27,119
33,PER28,111
33,PER29,106
33,PER30,132
33,PER31,134
33,PER32,125
33,PER33,94
33,PER34,79
33,PER35,74
33,PER36,59
33,PER37,43
33,PER38,29
33,PER39,17
33,PER40,12
33,PER41,6
33,PER42,4
33,PER43,4
33,PER44,3
33,PER45,9
33,PER46,8
33,PER47,0
33,PER48,0
34,PER01,0
34,PER02,0
34,PER03,1
34,PER04,1
34,PER05,2
34,PER06,2
34,PER07,13
34,PER08,18
34,PER09,33
34,PER10,37
34,PER11,47
34,PER12,61
34,PER13,65
34,PER14,81
34,PER15,87
34,PER16,86
34,PER17,90
34,PER18,111
34,PER19,129
34,PER20,122
34,PER21,124
34,PER22,112
34,PER23,107
34,PER24,94
34,PER25,90
34,PER26,93
34,PER27,74
34,PER28,75
34,PER29,80
34,PER30,83
34,PER31,98
34,PER32,90
34,PER33,88
34,PER34,92
34,PER35,83
34,PER36,68
34,PER37,50
34,PER38,46
34,PER39,34
34,PER40,27
34,PER41,18
34,PER42,12
34,PER43,5
34,PER44,3
34,PER45,1
34,PER46,0
34,PER47,0
34,PER48,1
35,PER01,0
35,PER02,1
35,PER03,1
35,PER04,2
35,PER05,7
35,PER06,6
35,PER07,8
35,PER08,20
35,PER09,30
35,PER10,62
35,PER11,77
35,PER12,71
35,PER13,78
35,PER14,87
35,PER15,89
35,PER16,96
35,PER17,108
35,PER18,141
35,PER19,151
35,PER20,147
35,PER21,149
35,PER22,116
35,PER23,95
35,PER24,96
35,PER25,93
35,PER26,105
35,PER27,106
35,PER28,94
35,PER29,97
35,PER30,104
35,PER31,97
35,PER32,98
35,PER33,89
35,PER34,79
35,PER35,72
35,PER36,64
35,PER37,49
35,PER38,43
35,PER39,23
35,PER40,9
35,PER41,13
35,PER42,9
35,PER43,11
35,PER44,11
35,PER45,10
35,PER46,4
35,PER47,3
35,PER48,1
36,PER01,0
36,PER02,0
36,PER03,0
36,PER04,3
36,PER05,11
36,PER06,11
36,PER07,14
36,PER08,15
36,PER09,22
36,PER10,31
36,PER11,36
36,PER12,41
36,PER13,48
36,PER14,45
36,PER15,51
36,PER16,52
36,PER17,56
36,PER18,67
36,PER19,77
36,PER20,80
36,PER21,64
36,PER22,55
36,PER23,49
36,PER24,59
36,PER25,62
36,PER26,60
36,PER27,57
36,PER28,52
36,PER29,46
36,PER30,50
36,PER31,53
36,PER32,49
36,PER33,49
36,PER34,40
36,PER35,38
36,PER36,33
36,PER37,31
36,PER38,25
36,PER39,21
36,PER40,16
36,PER41,5
36,PER42,4
36,PER43,4
36,PER44,4
36,PER45,3
36,PER46,1
36,PER47,0
36,PER48,0
37,PER01,0
37,PER02,0
37,PER03,0
37,PER04,0
37,PER05,2
37,PER06,2
37,PER07,3
37,PER08,3
37,PER09,5
37,PER10,10
